sentence	label
영상미가 뭐가 좋다는 건가요? 어지럽고 정신사납습니다. 그냥 성형으로 만들어진 여자가 몰락하는 영화에요.. 느끼는거 없고 내용도 평범하고... 평점왜케 높은지 모르겠네요..	영상미
실망감이 크다. 영상미가 어쩌구하는데 그 또한 1이 더 나았음.	영상미
연기력, 영상미 굿.	영상미
다니엘의 007은스카이폴>카지노로얄> 퀀텀 순인거같다..왜 퀀텀에선 영상미도없이 때려부수기에 바빴을까..	영상미
나는 불호.. 영상미는 인정하지만... 내용이 잔인하고 찝찝하고 짜증남..1점도 아까움	영상미
영화 제인에어와 비슷한 촬영방식.. 나중일을 첫 장면으로 보여주는것과같은.. 감독의 의도는 이해했으나, 냉정하게 말하자면 이렇게 밖에 풀수없었나 싶은 아쉬움이 남는다, 그러나 영상미는 좋았으므로 3점.	영상미
정말 영상부터 내용까지 너무 좋았다. 특히 영상미가 너무 아름답고 색감이 너무 예쁨... 내용도 배우들도 연기도 다 퍼펙트. 다시 보고 싶은 영화. 마지막에 여운이 남는 영화.	영상미
여백의 영상미 감성 내용 등 어느하나 아름답지 않은 것이 없었던 듯..	영상미
90년대 멜로 영화들 보다 영상미가 더 낙후된 듯한 느낌..	영상미
모지 평점이 왤케 높아.. 그냥 영상미만 있고 아무것도 남는게 없음.. 억지반전..	영상미
반전있는 스토리에 영상미까지~♡	영상미
10화 대박 특히 엔딩씬 광해 임해 표정연기 ㄷㄷ눈오는 밤 영상미까지 다음회 기다려지는 드라마 오랜만임	영상미
영상미는 정말 ㅋㅋㅋㅋㅋ	영상미
영상미가 좋아 추가 1점 획득!	영상미
네티즌 평점 믿지마셈. 진짜 영상미 뛰어나고 예쁜영화임. 난 두번봤음. 영화자체가 한 폭의 그림같음. 여운도 남고 연기자들 연기도 훌륭함. 단언컨데 사극멜로 중 최고.	영상미
영화에서 뭔말을 하고 싶은지는 알겠는데 화면 구성력이나 영상미가 이리도 맥아리가 없나.... 보는내내 색감만 쨍할뿐 시들시들한 느낌이었다. 너무나 엉성해서 치가 떨린다...	영상미
극장에서 봤지만 영상미와 스토리 모두 내가 본 영화들중 최악이라고 자부할 수 있다.	영상미
이제보니 더빙이 빵빵하네 ... 두 소년은 우정을 넘어서 서로에겐 없어선 안될존재!!! 게이? ㄷㄷ ㅎ 영상미 하난 끝내줌...	영상미
영화는 영상미로만 완성되는게 아니다	영상미
초반엔 찬란한 색감의 아름다움에 넋을 놨다 중반엔 이야기가 가지고 있는 감정변화에 따른 영상미에 벅찼다 그리고 후반엔 끔찍한 슬픔과 공허함에 씁쓸했다 흥미로운 영화다	영상미
화려한 영상미와 줄거리 모두 만족스러운 영화	영상미
아름다운 영상미와 아름다운 여배우....	영상미
지금봐도 뛰어난 영상미....훌륭합니다!!	영상미
진짜 강추.... 영상미도 엄청 예쁨...ㅠㅜ	영상미
음.. 더빙판은 비추고요 외국배우 더빙으로 보시는걸 추천합니다. 아름답고 화려한 영상미에 스토리 짜임새도 훌륭합니다.	영상미
박해일,김혜수 연기 너무 좋았어요ㅠㅠㅠ진짜 영상미도 짱..	영상미
리들리 스콧의 영상미학과 한스 짐머의 음악... 후까란 바로 이런 것이다.	영상미
문학을 빌려 광활하고 장대한 영상미와 함께 영화적인 어떤 힘을 보여주지만 무엇보다 무의식이나 심연속의 고귀하고 잔인한 본성과 욕망을 꿈이나 횐상처럼 보여준다.. 감독의 성장배경에서 기인했을 러시아적인 시선을 경험하게 된다 광대하면서도 그만큼 공허한..	영상미
의미있는 영화다. 재미 의미 영상미	영상미
영상미만 있어요. 참신하게 폭망한 듯	영상미
가만있다 정말 이유 없이 불현듯 떠오른 '가을동화'. 보고싶어졌습니다. 전편을 이틀만에 봤습니다. 크헉크헉 울면서... 다시 봐도 명작입니다. 영상미, 배경들 미치도록 아름답네요. 두고두고 가슴에 남을 거예요. 아... 아리고 아린 드라마. 가을동화	영상미
주원, 황찬성 캐스팅 괜춘 (+2점) 주원 연기 괜춘 (+1점) 최강희 캐스팅 미스. 황찬성 연기 아쉬움. 소재 아쉬움. 시나리오 아쉬움. 연출 아쉬움. 영상미 아쉬움	영상미
영상미가 돋보인다고 할까... 스토리를 떠나서 감독의 다음 영화가 궁금해지네요.	영상미
감독이 게이라 그런지 영상미는 좋았으나, 결국 겉멋만 든 영화인듯. 페북 프로필에 허세용으로 올려놓기 좋은 영화. 웬만하면 보지말자 시간이 아깝다	영상미
멋진 OST와 회색빛 도시의 영상미... 감동.. 감동..	영상미
재밌네용~~ 야하기만하고 내용은별거없는허접한영화도많은데 내용도탄탄하고 몰입해서잘봤어요 다른부분도다훌륭하지만 연기력 음악 영상미 굿굿	영상미
영상미 만점, 상상력 만점, 그러나 뭔가 연개가 부족한 느낌 8점..	영상미
영상미 , OST , 스토리 모두 좋았다.	영상미
재밌네요 르네 젤위거가 이쁘게 나오고 영상미도 좋고	영상미
더욱 커진 스케일 화려해진 영상미 환상적인 춤! 시리즈중 가장 좋았다.	영상미
엉성한 연출, 허접한 CG, 독립영화보다 못한 영상미, 예쁜 척만 하려는 황효명과 판빙빙의 연기에 두 손 두 발 다 들게 만 든 영화.	영상미
현빈 성유리 정말 최고의 캐스팅이었다. 특히 성유리가 미모의 끝을 보여줬지. 내용도 너무 슬프고, ost 러브홀릭이 부른 메아리도 너무 좋고. 영상미가 영화급이었던 판타스틱한 드라마.	영상미
정말 아름다운 영상미. 그리고 깔끔한 이야기	영상미
평점이 너무 낮아서 10점줌 솔직히 1~2점 줄 영화는 아니지 달달하게 잘 그렸구만 연기도 잘하고 영상미도 좋고 상황 설명도 친절하고 간혹 어렵다는분들있는데 범인이라도 찾으시나?	영상미
몽환적인 영상미와 미장센은 일품이고, 발상과 플롯도 독특하면서 짜임새있다.	영상미
뛰어난 영상미와 훌륭한 서사 특히 영상적 연출에서는 정말 경의를 표할 수 밖에 없다.	영상미
흥미로운 스토리, 탁월한 영상미. 아!주! 세련됐다.	영상미
찌르고 베고 자르고 피 좔좔...이런게 멋있는 영상미는 아니지. 죽음과 시체들 밖에 기억에 안 난다	영상미
남녀배우들의 연기가 어색하기 짝이없었음 첫사랑의 풋풋함과 가슴아픈 첫사랑의 아련함을 믹스하려다 실패한듯한? 초반부보다 후반부의 영상미가 뛰어났다는건 각인시킨 듯. 후반부 영상미덕에 1점 더줌	영상미
시청률로 평가하기엔 너무나 멋진 드라마.한편의 영화를 보는 듯한 영상미와 배우들의 초절정 연기력 모든 것이 완벽했다.진정 시청자로서는 행복한 시간들 이였다. 아시겠습니까?	영상미
화려한 영상미와 재치있는 연출때문에 하나도 지루하지않았다. 이걸 극장에서 봤어야되는데 이제야 본게 아쉽다..마지막 장면은 정말 감동적이였다..여운이 오래남을듯	영상미
좀 난잠한 감이 있지만 주제의식도,표현기법도 좋은 작품.영상미 또한 최고	영상미
불필요하고 산만한 등장인물들이 많아서 오히려 감동반감. 밋밋하고 지루한 영상미.	영상미
철두철미하게 자기만의 이기적인 성찰을 음미하게해주는 영상미에 반했어요	영상미
영상미가 너무 이쁘다. 7년 후에 봐도 촌스럽 않고가끔 대사가 유치하더라도 가슴 먹먹한 드라마	영상미
가끔 일일연속극 찍으셔야 할 분들이 영화를 만드는 일이 있는데 이 영화가 그렇다. 종교적 알레고리를 빼면 지리멸렬한 내용의 연속일뿐. 영상미도, 페이소스도, 멋진 대사도 없다. 3년동안 레고를 조립해봐야 레고밖에 더 나오나. 영화라는 장르에 대한 모독	영상미
명품 연기에 예쁜 영상미...제가 딱 좋아하는 감성영화 였어요 감사합니다 잘 봤습니다	영상미
영상미가 예쁘고 신비로웠던 영화. 멋졌었어요. 기억난다. !	영상미
영화의 시나리오와 전체적인 영상미와 배경음악... 모두 마음에 들었습니다...	영상미
영화채널에서 우연히 봤는데, 신선하고 영상미도 좋았고 재밌었네요!!	영상미
영상미 아름답고 주인공의 사랑이 순수하고 풋풋하다. 한 번 더 보고싶은 영화!	영상미
하나줄려다 음악땜에 두개준다..화려한 영상미? 과해.. 과하다구!! 스토리도 없는 주제에;	영상미
한 시간 안에 이런 감동과 여운을 줄 수 있다니! 초속 5cm 때도 그랬고 언어의 정원 역시 기대를 저버리지 않았다. 영상미와 음악, 내용 전개 및 연출까지 지극히 훌륭하다.	영상미
이런 드라마가 많이 나왔으면 좋겠어요. 생각할 것도 많고 영상미도 아름답고 캐릭터도 다 매력 있었어요. 여러가지로 다 매력 있었던 드라마였어요.	영상미
기분나쁨과 자유 사랑이 뒤섞어져 나는 다시보고싶지도 이해하고싶지도 않음 ..아름답지않은 내용과 아름다운 틸다스윈튼 미장센 영상미로 만들어진 영화인듯..	영상미
스콧 감독의 전작 명성에 미치지 못한건 사실인듯 하나, 그렇다고 너무 저평가받을 작품은 아닌 것 같다. 람세스역이 좀 아쉽긴 해도 대규모의 영상미는 정말 명불허전이었다.	영상미
단순한 스토리를 영상미로 덮다	영상미
1점도 아까워서 리뷰 안달려고 했는데 이 영화 개쓰ㅡ레기임. 화질이나 영상미도 핵폐기물임. 차라리 바퀴벌레세포 움직이는거 5시간보는게 더 의미있구여.제가 이영화 골라서 친구들이랑 봤는데 시이ㅡ발 그 뒤로 친구들한테.저렴한년, 프리티걸이라고 갈궈졌습니다	영상미
이 영화를 보면 영감이 떠 오른다 영상미도 좋다.	영상미
영상미영상미 그러는데 그렇담 서스펜서 스릴러라는 말로 사람 기대시키지말자	영상미
쓰레기영화.어줍잖은 영상미와 폼과 허세만 가득한..	영상미
조금은 촌스러운것 같으면서도 세련된 영상미에 웬지 모를 향수를 느꼈다.	영상미
스토리도 좋고 영상미에 인물들의 카리스마까지 10만점이다. 재미있다-	영상미
아이들의 내면 심리묘사가 뛰어나고 70년대 시골풍경의 영상미가 뛰어난 수작!!	영상미
열혈, 중경, 화양연화로 거장의 반열에 오르는가 싶더니 2046 이후 영상미만을 강조한, 자신 혼자 즐기는 미장센으로 내리막길에 접어든 감독인듯 하다. 영춘권, 엽문, 그 이름만으로도 기대가 되지만 보여주는 것은 × 와호장룡이 얼마나 대단한 영화였는지	영상미
몇 편의 영상미는 좋았다	영상미
1977년에 만들어졌다는 게 믿기지 않을 정도로 특수효과와 영상미가 뛰어났다. 게다가 결말을 미리 알고 있었음에도 영화 끝부분의 비행전투씬은 굉장히 긴장하면서 보았다.	영상미
1편의 작품성을 완전히 망가뜨린 삼류영화...영상미 빼면 시체	영상미
수려한 영상미로 전달하는 한편의 소설같은 느낌을 주는 애니. 전작이 다소 실망스러웠던 만큼 이번작품에선 상당히 발전한 연출과 스토리텔링이 돋보이는듯.	영상미
개연성 엉망에 신세경 머리는 짧아졌다 길어졌다가..말도 안되는 억지설정에 급작스러운 결말.. 기억에 남는 거는 푸른빛 도는 영상미와 어딘가 모르게 설레는 송강호 뿐...	영상미
음악이나 영상미 외엔 아무 느낌 없다.	영상미
EBS년말 방송분에 대해 초반과 결말 부분이 덜 녹화된 상태로 봄. 남녀간의 사랑과 사회 부조리에 눈뜨고 따뜻한 인간애를 가진 베트남 왕실 혈통의 남녀가 어떻게 시대상황에서 삶을 개척하고 대처 적응해가는지를 아름다운 영상미를 바탕으로 표현한 수작	영상미
예수님의 탄생을 과장없이 잔잔하게 잘 담아낸 영화크리스마스의 의미를 다시 생각해볼수있었던것같습니다.담담하게 자신의 사명인 아기예수님의 탄생을 준비하는 요셉,마리아가 인상적입니다.ㅠㅠ^^영화영상미가 너무 예뻐요..특히 마굿간 빛이 비칠때 .ㄷㄷ..	영상미
평점 왜이렇게 낮지 영상미 최고 내용도 신선하고 좋았다	영상미
훌륭했다. 미지의 환경에 대한 호기심과 두려움을 잘 담아냈다. 블랙박스를 확인하는 듯한 촬영기법 또한 좋았다. 갇혀있는 우주선 안에서 배우들의 연기로만으로 승부해야하는 영화였는데도 잘 풀어낸 느낌이다.	영상미
영상미나 연출이 전체적으로 나쁘진 않지만 문제는 이야기가 굉장히 지루하고 쓸데없이 길다. 고질라가 알고보니 착한편이라는 반전 아닌 반전도 영화 초반부에 다 설명을 해버리니 그저 고질라가 언제 이기나 기다리는 것도 고역이 아닐 수 없다.	영상미
잔잔하면서도 영상미 참 아름답다. 보면서 너무 따뜻하고 시원했어요.	영상미
괜찮았습니다. 만 오랜 촬영기법이 조금 씁쓸하긴 합니다.	영상미
개연성이 아예없음 스토리진행이 지꼴리는대로임 과학적오류가 넘치다못해서 토할지경 엄청나게신선한 소재와 엄청나게나름다운 영상미를 스토리로 조져버린 대표적인영화	영상미
1점 줄려다 영상미와 음악이 좋아서 3점... 이건 소설과 비교해서 영화가 구린게 아니라 그냥 영화자체만 놓고 봤을때도 망작이다. 영화를 한번보기시작하면 어떻게라도 끝까지보고마는 내가 밉다..	영상미
영상미만 아름다울뿐, 어설픈 연기력은 몰입력을 떨어뜨린다.	영상미
어렸을때봐서 몰랐는데 다시보니 너무 슬픈영화.10년전 영화인데도 영상미가 너무 예쁘다	영상미
빠른 전개와 영상미...배우들의 연기 뭐 하나 빠질것없이 잘만든 드라마네요.단지 편집이 조금...ㅎ그것도 곧 좋아질거라 생각됩니다3회 더 기대됩니다^^	영상미
객관적을 판단할 때는 스토리가 진부할 수 있겠는데, 일단 카메카 각과 영상미가 돋보인 영화입니다. 러시아영화가 이랬나에서 현재 러시아 이정도인가? 라는 사회상도 비추기까지 하구요~무엇보다 현실에서 갈구하는 부분에 대해 잘 찝어준거 같아요~ 추천!!	영상미
영상미가 많이 죽었다. 시리즈가 지나갈수록 스토리를 떠나서 보여지는 시각적 재미가 많이 떨어진다. 솔직히 시즌 2까지는 나름 기발했는데 시즌3는 내용이 묻힐만큼 영상미가 나쁘다. 단순히 킬링타임용이다. 후속작은 기대를 안하는게 좋다	영상미
어렵지만 아름답고 기괴한 영상미에 숨이 막히다. 대단한 영화임에는 틀림없다.	영상미
평점 조절. 고지식한 늙은이의 설교를 듣는 영화다. 영상미는 예쁘지만 단지 그 뿐.	영상미
아름다운 영상미, 애절한 OST, 잔잔한 감동의 대작드라마..	영상미
영상미, 음악 너무 좋습니다.. 다이안 레인 너무 아름답네요..	영상미
실화라니까 내용에 관해 욕하진않는다. 자극적인 사실이 다고, 영상미도 없는 영화다	영상미
왜 이렇게 좋은 영화가 6점대 인지 이해할수가없다. 좋은 영상미 배우들의 시선처리, 연기력 뭐하나 따질것이없는 연출인데..	영상미
영상미 같은 소리하고 있네 영상기법땜에 눈알 아픔..정신없고 산만하기만 하고 내용이 뭐 글케 재밌는 것도 아닌 뻔한 내용 뭐보고 명작이라 하는지 모르겠다. 액션도 하나도 없고 뭘 보고 진리다 뭐다 하는지 참..	영상미
서인국 감정연기가 좋음 이성재의 카리스마 넘치는 모습도 압권이고 남장했는데도 조윤희는 왜이렇게 예쁜지;; 스토리도 좋고 영상미가 예술bbb	영상미
일본 B급 영화의 대부 미이케 다카시 감독의 사무라이 액션. 13인의 자객보다 뛰어난 영상미는 압권이지만...	영상미
영상미와 음향미가 완벽히 조화된 대작..	영상미
9점 주려고했는데 생각보다 평점이 낮네... 영상미 보는 맛으로라도 즐길 수 있는 영화	영상미
1.쓰잘데기 없는 대사가 없다 2.영상미 압권이다 3.배우들의 연기력이 압도적이다	영상미
평점 높여 드릴게요 자단 형님! 이 영화 독특합니다. 금성무도 배역에 딱! 중국 고유의 풍광을 좋아하는데 이 영화가 제게 기쁨을 주었네요. 견자단 때문에 본 건데 영상미가 딱 내가 좋아하는 비주얼.	영상미
시간아까운 개똥영화 ..안보는게 나아요.. 개망작임....촬영기법은 난잡하고 스토리는 진부하고 볼거리라곤 고어적인 부분 끝...	영상미
감독이 뭔 얘기를 전달하려는지는 잘은 모르나 은근히 영상미도 있고 남녀 주인공도 괜찮고 재밌었다.	영상미
영상미 하나만으로도 별 1000개는 주고싶다 어떻게 이렇게 찍을수가 있지	영상미
영상미와 음악 그리고 연기자들에 연기력이 살린영화 라는 생각입니다. 좋은영화인건 확실하구요. 아쉽다면 내용의 마무리진행 부분에 대한 아쉬움이 개인적으로 남지만 그정도는 눈감아 줄수 있습니다^^~	영상미
개인적으로 정말 괜찮게 본 영화다. 영상미,음악,분위기 모두 좋았고 내 스타일이라서 더 재밌게 본것같다	영상미
수작인지는 모르겠으나, 영상미/분위기/흐름이 좋았다.	영상미
아름다운 영상미와 매우 훌륭한 내용 특히 OST는 희대의 걸작..	영상미
진짜 명작이다 연기력과 영상미가 어우러져 감동을 준다	영상미
촬영기법이 제일 아쉬운 영화였다. 내용이나 연기는 좋았지만,	영상미
재미도 없고 영상미도없고 이쁜여자도 없고 ㅉㅉ	영상미
영상미갑 123123	영상미
영상미에선 단연최고.한편의 cf를 보는듯한.이소연 연기에 굿^^	영상미
영상미와 배우들의 비쥬얼, 연기력은 정말 좋다 말할 수 있지만, 저 여자의 사랑의 방식은 정말 이기적이다. 또한 이런 사랑을 보며 아름답다고 말하는 사람들은 그렇게 이기적인 사람이 아닌가 생각될 수 밖에 없다. 중간에 팀과 결혼만 없었다면..	영상미
영상미는 좋지만 스토리 연결이 너무 부실합니다	영상미
의외로 괜찮았어요. 다만 해석을보지않으면 이해하기 난해한점이 아쉬웠네요. 영상미, 연기력, 소재등이 좋았어요.	영상미
에바그린과 우들리가 넘 이뻤다 기타 영상미와 색감만큼은 최고 근데 전개가 영.. 마지막 반전은 4류 드라마 스럽다...	영상미
개봉한관이 별로없어서 멀리혼자 보러갔는데, 후회하나없이 백점! 음악, 영상미, 내용은뭐 노멀했지만 감성적인부분 다 좋았다.	영상미
잔잔한 감동 스토리와 배우들의 연기도 좋았고, 영상미가 압도적인 영화.	영상미
1946년 작품이다. 진짜 대단한 작품이다. 지금봐도 OST, 영상미, 연출력... 대단하다.	영상미
장점: 상큼발랄 여고생활 잘 묘사/ 교환일기장- 참신/ 감성적 영상미, BGM/ 알싸한 우윳빛 공포영화 개척 시도 단점: 광기어린 레즈, 남교사와 썸- 3류영화틱/ 애들 가둬놓고 유세떨다 가는 귀신-결말 어정쩡, 공포 밋밋/ 상상-현실&과거-현재 혼선	영상미
최고다. 영상미+연기	영상미
20대 성인이되어가는 과정에서 보게되어.. 알렉산드리아의 입장에서 영화를 봤던 것 같다. 스토리도 영상미도, 배우들도 다 정말 좋았다.	영상미
영상미 음악 모두 마음에 꼭 드는 영화	영상미
쿠엔티 타란티노 킬빌 이후에 가장 영상미가 좋았어요 특히 설원위에서 신은 멋지더군요	영상미
시나리오, 영상미, 배우의 연기 어느 하나 흠잡을 수 없다.	영상미
이거 일본영화 맞음? ㅋㅋㅋ 액션 지리네 솔직히 좀 유치하지 않을까 걱정했거든 만화가 원작이라 근데 그 가벼움을 액션으로 영상미로 모든게 커버했다 와 ㅋㅋ 일본영화 아닌줄알았음 ㅋㅋㅋ	영상미
예술의 경지에 도달한 애니메이션 영상미에 한번 놀라고 서사에 한번 더 놀란다.	영상미
이게 왜 이렇게 평점이 높은지 모르겠다. 특이함과 영상미에만 취해있기엔 너무 알맹이가 없는 느낌	영상미
영상미좋고..액션도 괜찮음...오랜만에 다시 보니까 좋네요	영상미
TV 다큐로 보고 영상미, 스토리에 감동먹었는데 이제는 못 보나요? 어디서 볼 수 있나요?	영상미
솔직히 너무 실망했습니다. 올해의 맘마미아라는 홍보문구를 보고 기대를 하고 갔는데, 보고난 후 맘마미아를 대체 어디에다가 붙여놓은건지... 화가나네요...화려하고 다양한 음악과 영상미를 기대하시는 분들은 보지마세요.. 소소한 가족얘기입니다..	영상미
진부함의 극치. 뛰어난 영상미가 이를 보완하지만 9점이 넘는 점수는 어불성설 개인적인 평점은 7점 정도라 생각하지만 평점 조절용으로 1점 준다.	영상미
배우들 연기도 서툴고,,,전달하고자 하는 메세지도 없고,,영상미? 유치한 화면 구성. 네이버 평점은 알바 천국인듯.	영상미
영상미가 역시 최고네요	영상미
기쁨, 슬픔, 생명 그리고 죽음. 인간의 역사속에 거대한 하나님의 우주적 섭리가 느껴지는 영화. 특별히 어머니의 역을 맡은 여배우의 여성미와 자애로움이 인상적이다. 인생을 살면서 그런 존재가 된다면. 영상미 예술이다!	영상미
불륜을 미화한 영화 남은사람들은 어쩌라고 또 돈걱정 따위 안하는 사람들의 이야기를 공감하라고 강요하는 영화 음악이랑 영상미로 3점	영상미
영상미 예쁘고 좋지만 러닝타임이 2시간이 넘는데 초반 30분에 줄거리 다 나갔고 엄청 지루한 화보집 보는 기분 일본영화 특유의 그 이해못할 희한함이 있음	영상미
옛날영화의영상미 외엔 장진영 엄청난 흡연량을 요구하는 것만 기억나는 영화	영상미
영상미도 훌륭하고 배우들의 연기도 나쁘지 않지만 거지같은 각본과 늘어지는 편집과 허접한 연출력은 이 영화를 쓰레기로 만들었다. 결말도 최악.	영상미
엄청난 여운, 하나도 빼놓을수 없는 영상미, 따뜻하다.	영상미
그냥 영상미하고 배경을 잘만들었는데 역시인간의타락주된모습일뿐 그냥그이상으로 스토리는별로입니다.	영상미
영상미랑 내용이랑 다 괜찮았다!	영상미
화려한 영상미를 뽐내는 현대판 천녀유혼! 아주 잘봤습니다. 매우만족!	영상미
스토리와 영상미의 완벽한 조화	영상미
[ 스토리 10, 비주얼 10, 연출 10, 연기 9 ] 역사상 가장 위대한 판타지의 서막. 영상미와 캐릭터에 취해 지루할 틈이 없다.	영상미
강우석의 망작 중 하나. 영상미는 열심히 찍은듯 하다	영상미
영상미도 아름답고, 힐링되는 영화. 개인적으론 1편이 더 맘에 들지만. 음악도 좋다.	영상미
이건 심했지.. 미녀가 갑자기 야수을 급사랑하질 않나.. ㅋㅋㅋㅋ 영상미만 좋음	영상미
봐도 봐도 명작이다. 음악부터 영상미, 배우들의 명연기..나쁜 인간들은 그렇게 잘사는데 죄없는 사람들은 왜 그렇게 일찍 갈까..	영상미
장엄하고 엄숙한 연출과 영상미. 역시 리들리 스콧이다.	영상미
중간에 영상미가 뛰어난 장면이 좀 나오는지는 모르겠지만 영화라는게 초반부터 확 끌어당기는 흥미진진함이 있어야 하는데 너무 잔잔하기만 하고 드럽게 지루하다. OST가 아깝다. 잔잔하고 잔잔해서 러닝타임이 다섯시간은 되는줄 알았다.	영상미
영상미,등장인물다 좋았다.레이첼 연기는 잘하는데 악역은 안어울리는 듯 ㅋ	영상미
음악 영상미 둘다 최고 감동까지 ㅠ.ㅠ	영상미
본 로맨스 영화의 남녀이야기중 가장 가슴떨렸던.. 그리고 가장 아름다웠다고 생각될만한 영화였어요. 여주인공의 미소는 여자가 봐도 반할정도 .. 거기에 멋진 영상미까지 단지 아쉬웠던건 후반부?	영상미
잔잔한 영상미 자비에돌란 완전 귀여움	영상미
아름다운 계곡 영상미와 긴박감이 잘 어우러진 수작!	영상미
와 정말 어떻게 이렇게 못만들수가 있는지 깜짝놀랐다. 영상미??매력적?? 개뿔! 강동원 팬이라서 봤지만 장면들이 다 개연성도 없고 장면들이 이어지는 부분들도 남들은 절대 안쓸 기괴한 테크닉만 써서 짜증난다. 줄거리도 이해 안되고 연기도 과장스럽다.	영상미
고결해보이기까지 하는 공리의 미모와 화려한 영상미만으로도 10점 충분히 주고도 남는다.	영상미
영상미까지 담으려했구나 ㅋ	영상미
아 진짜 머랄까 영화촬영기법이나 표현방법 그런것들이 매우 신선했다. 마지막에 총알을 녹이는 장면이 매우 인상깊다	영상미
제목과 무관,영상미와 편집이 대박.포르노를기대한다면 꺼지삼.	영상미
촌빨날리는 영상미와 그 어색한 연출	영상미
무각본으로 이루어진 리얼한 연기, 한장면도 빼놓을 수 없는 예쁜 영상미.	영상미
다시 이 조합 보고싶당! ㅋㅋㅋ 영상미 짱	영상미
뛰어난 각본 및 구성. 흑백의 영상미. Le monde est a nous	영상미
잔잔하지만, 영상미도 좋고 감동도 있다. 다시보고 싶네.	영상미
영상미는 있는데 아빠와 딸의 사이같은 남주와 여주 때문에 소름돋았다.. 감독이 우디앨런이라 그런가 ㄷㄷㄷ	영상미
지인의 추천으로 본 영화입니다. 영상미도 음악도, 스토리도 탄탄하니 좋았습니다. 오랫동안 기억에 남을 영화.	영상미
짧은 러닝타임.. 짧아서 더 여운이남고 영상미와 음악까지 모두 굳..	영상미
어린이용 만화 감안 내용 너무 유치하고 재미없고 영상미도 별로다	영상미
그림 영상미 bgm 모든게 좋았던! 작업하는 모습이 정말 푹 빠져들게 했어요	영상미
진부하지 않은 러브스토리. 영상미도 좋고 음악도 좋고 전반적으로 특색있는 영화입니다.	영상미
영상미, 음악은 정말 괜찮아요. 이거 하나로 볼 만한 영화임. 말도 안되는 어른 여자의 판타지 소설이지만;	영상미
러닝타임내내 미술관에 온 것같았고 내가 마치 숲속안 르누아르의 집 안에 함께 하는 것 같다고 생각할 만큼 집중도 높은 영화였다.영상미 자체는 이루 말할 데 없이 훌륭하였고 잔잔한 분위기로 숨죽여 볼 수 있게 만든 구성도 완벽했다	영상미
영상미가 아주 멋진 영화. 스토리는 그냥 그랬지만 영상미가 압도적이었기에 만점드립니다.	영상미
뛰어난 영상미. 기발한 상상력. 보고난 후엔 숨통을 밧줄로 옭아맨 기분. 슬프다...	영상미
일본영화 특유의 잔잔함..빠져들고 싶은 영상미 마음에 평안이 온다	영상미
정말 영상미넘치고 잔잔하고 아름다운영화 간만에 좋은영화봤네요ㅠㅠ	영상미
영상미와 아름다운 사운드트랙. 풍부한 감수성과 시적 아름다움. 터부에의 도전.	영상미
음악이 주가 된, 최고의 음악영화	영화음악
마음이1을보신분들은 이해하시겟지만 2는망장입니다 졸작이죠 솔직히말해선;; 그이유는 예를들면 엽기적인그녀는 긴시간을두고 코메디 멜로를 그렷습니다 하지만 이영화는 단시간 10분안에 모든것을 소화하려는 욕심 코믹하다 3분채안돼갑자기 생뚱맞게 슬픈음악이깔리고	영화음악
실제 사실은 어땠는지 모르겠으나 의로운 협객으로서 김두한이 거지패에서 종로 최고의 주먹으로 평정하는 초기 모습을 잘 보여 줌. 배경음악이 영상과 잘 어울린다는 느낌. 참고로 황정민이 우미관 지배인으로 나와서 유명하기도 한 영화.	영화음악
정말 가슴아픈영화....질리지도 않는영화....몇번을봐도...음악도 너무 좋아요...OST도 구해 들었다는...	영화음악
재미있습니다...ㅋ 좀 황당하고 유머러스하고 엉뚱하지만 유쾌하게 보았네요~ 더불어 음악도 좋았습니다~^^	영화음악
수채화같은 영상과 가슴을 울리는 음악이 조화된 잊지못할 명작	영화음악
잔잔한 음악과 후반부에서 큰 재미를 드러내는 영화. 좋다^^	영화음악
음악 쌤이 보여줬는데 진짜 짱인 영화	영화음악
두 부자가 겪는 사랑의 조심스런 시작에 관한 마이크 밀스 감독의 섬세한 터치. 주인공들과 강아지 아서까지 모든 캐릭터와 음악과 삽화들과 교차편집까지 이토록 예쁘고 사랑스러울 수 있을까. 다운받아 수시로 틀어본다.	영화음악
흑인음악이 왜 soul인지 알수있을거같다..	영화음악
이제서야 보게되었네요.늦은밤 미소와 안타까움에 마음이 찌릿했습니다.사랑이란 감정은 하나로 정의되는것이 아니며늘 다른 모습으로 곁에 있는 것 같습니다.한가지 아쉬운점은 슬픈장면에서 나오는 음악이 너무 반복되네요ㅋ몰입 약간 방해. .	영화음악
소재만 신비롭지...영상, 내용 그리고 배경음악 등이 왜이리도 촌스럽고 허접하게만 보이고 느껴지던지...	영화음악
좋았어요연기, 음악 모두... 춤도 볼만하고보아 연기도 괜찮았어요	영화음악
음악, 영상은 좋지만- 여주인공의 성격과 스토리의 개연성 부족. 기독교인에게는 추천	영화음악
스텝업1을 많이 따라한감이 있지만 좋은 음악과 춤 좋은 헤피엔딩이다.	영화음악
밥대런 그의 음악에 울고 그의 일생에 울었다. 아... 이게 실화라니...	영화음악
자연환경, 배경음악, 영상미의 극치를 보여주는 너무나 아름다운 무협영화.	영화음악
여태껏본백설공주이야기중가장현실적이고슬펐다스페인특유의분위기와스토리가음악으로잘표현되어서눈과귀가즐거웠다	영화음악
